Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 20:39:25,20.586422204971313,10,0,-116.86000000000026,21.795772038400173,163,4,13,13,0,0,0,0,2,2,4,10,7,52,0,10,19,15,21,15,0,153,0,11,28,13,25,32,27,31,28,20
2024-09-18 20:39:25,20.806639194488525,10,0,-110.98000000000023,16.639169989153743,122,0,13,13,0,2,0,0,3,3,4,10,4,41,0,10,15,9,15,11,0,112,0,10,18,13,18,27,19,18,18,22
2024-09-18 20:39:25,21.069878101348877,10,0,-109.54000000000033,20.055152682587504,148,2,14,14,0,2,0,0,5,5,5,10,6,43,0,10,16,15,18,23,0,138,0,9,19,14,29,29,28,23,19,20
2024-09-18 20:39:25,21.3443820476532,10,0,-113.3600000000004,18.906299803406,150,3,13,13,0,2,0,0,2,2,3,10,6,42,0,10,7,20,21,19,0,140,0,11,28,13,27,25,18,31,28,21
2024-09-18 20:39:25,21.55528497695923,10,0,-111.34000000000032,15.37299650348723,122,2,11,11,0,1,0,0,3,3,2,10,4,44,0,10,9,10,17,14,0,112,0,8,17,11,22,30,18,23,17,12
2024-09-18 20:39:25,21.903168201446533,10,0,-119.96000000000045,30.247518686577678,212,4,16,16,0,1,0,0,4,4,6,10,6,80,0,10,16,25,25,26,0,202,0,12,24,16,48,37,32,43,24,28
2024-09-18 20:39:25,22.209014177322388,10,0,-115.16000000000015,20.659817680716515,141,3,12,12,0,1,0,0,1,1,3,10,8,43,0,10,9,20,14,20,0,131,0,11,23,12,31,27,17,23,23,20
2024-09-18 20:39:25,22.659999132156372,10,0,-117.5000000000003,28.49652323499322,194,1,17,17,0,0,0,0,5,4,7,10,7,60,0,10,21,28,19,27,0,184,0,13,22,17,39,29,37,38,22,29
2024-09-18 20:39:25,22.92836308479309,10,0,-116.26000000000033,20.312191070988774,156,7,13,13,0,2,0,0,2,2,3,10,8,55,0,10,14,20,15,13,0,146,0,11,26,13,29,23,28,26,26,24
2024-09-18 20:39:25,23.112536191940308,10,0,-109.10000000000029,13.295807162299752,111,3,12,12,0,3,0,0,3,3,2,10,6,34,0,10,6,13,12,8,0,101,0,9,26,12,12,19,16,16,26,22
2024-09-18 20:39:25,23.3622989654541,10,0,-112.3400000000002,17.222223181277514,124,3,10,10,0,0,0,0,2,2,1,10,5,39,0,10,16,10,15,13,0,114,0,8,21,10,26,19,28,15,21,15
2024-09-18 20:39:25,23.90453004837036,10,0,-122.82000000000062,36.36566878668964,264,2,16,16,0,0,0,0,2,2,6,10,6,76,0,10,23,38,50,28,0,254,0,14,33,16,45,64,44,53,33,25
2024-09-18 20:39:25,24.10532522201538,10,0,-107.26000000000018,17.36270721256733,122,7,13,13,0,4,0,0,6,6,4,10,7,44,0,10,8,11,11,10,0,112,0,8,25,13,24,13,15,19,25,26
2024-09-18 20:39:25,24.31655502319336,10,0,-108.60000000000024,16.81981310620904,117,2,11,11,0,3,0,0,3,3,2,10,4,38,0,10,16,12,9,17,0,107,0,8,14,11,23,17,24,23,14,16
2024-09-18 20:39:25,24.644757986068726,10,0,-120.58000000000031,25.333331178873777,180,7,16,16,0,1,0,0,1,1,7,10,10,56,0,10,18,19,16,24,0,170,0,15,31,16,36,32,24,29,31,28
